,artist_name,origin
987,Ambrosia,Los Angeles
988,Charles Mingus,Los Angeles
989,The Knack,Los Angeles
990,Westside Connection,Los Angeles
991,Johnny Horton,Los Angeles
992,Ozomatli,Los Angeles
993,Lizzy Borden,Los Angeles
994,Fear,Los Angeles
995,Fatlip,Los Angeles
996,Vinnie Vincent Invasion,Los Angeles
997,Freestyle Fellowship,Los Angeles
998,Mighty Clouds of Joy,Los Angeles
999,Montell Jordan,Los Angeles
1000,Jane Wiedlin,Los Angeles
1001,Bill Withers,Los Angeles
1002,Shaun Cassidy,Los Angeles
1003,Bob Welch,Los Angeles
1004,Bang Tango,Los Angeles
1005,IMx,Los Angeles
1006,Beth Hart,Los Angeles
1007,The 5th Dimension,Los Angeles
1008,X,Los Angeles
1009,The Muffs,Los Angeles
1010,The Coasters,Los Angeles
1011,Chad Sexton,Los Angeles
1012,Karyn White,Los Angeles
1013,Louis Johnson,Los Angeles
1014,Blu,Los Angeles
1015,Charlene,Los Angeles
1016,Mary Mary,Los Angeles
1017,The Calling,Los Angeles
1018,Dark Angel,Los Angeles
1019,Dream,Los Angeles
1020,In This Moment,Los Angeles
1021,P-Nut,Los Angeles
1022,Barren Cross,Los Angeles
1023,XYZ,Los Angeles
1024,Busdriver,Los Angeles
1025,Germs,Los Angeles
1026,Shane Gallagher,Los Angeles
1027,Eligh,Los Angeles
1028,Georgia Anne Muldrow,Los Angeles
1029,Captain Beyond,Los Angeles
1030,The Bird and the Bee,Los Angeles
1031,Rickie Lee Jones,Los Angeles
1032,London,Los Angeles
1033,Niyaz,Los Angeles
1034,Leif Garrett,Los Angeles
1035,Julie London,Los Angeles
1036,The Platters,Los Angeles
1037,Roy Ayers,Los Angeles
1038,Dave Kushner,Los Angeles
1039,Herb Alpert,Los Angeles
1040,Canned Heat,Los Angeles
1041,The Alchemist,Los Angeles
1042,Keel,Los Angeles
1043,Troy Van Leeuwen,Los Angeles
1044,Poco,Los Angeles
1045,Delaney & Bonnie and Friends,Los Angeles
1046,Charles Lloyd,Los Angeles
1047,WC,Los Angeles
1048,Greg Graffin,Los Angeles
1049,Don Dokken,Los Angeles
1050,Art Alexakis,Los Angeles
1051,Nick Hexum,Los Angeles
1052,Skee-Lo,Los Angeles
1053,Arthur Blythe,Los Angeles
1054,Joe Hahn,Los Angeles
1055,dada,Los Angeles
1056,Tim Mahoney,Los Angeles
1057,William Hung,Los Angeles
1058,Defari,Los Angeles
1059,Mindless Behavior,Los Angeles
1060,Autograph,Los Angeles
1061,All,Los Angeles
1062,John Bush,Los Angeles
1063,Tourniquet,Los Angeles
1064,Say Anything,Los Angeles
1065,Kevin DuBrow,Los Angeles
1066,Buddy Collette,Los Angeles
1067,Agent Steel,Los Angeles
1068,+44,Los Angeles
1069,Tommy Walter,Los Angeles
1070,L.A. Symphony,Los Angeles
1071,Infectious Grooves,Los Angeles
1072,The Bronx,Los Angeles
1073,MC Trouble,Los Angeles
1074,Nitro,Los Angeles
1075,Mark St. John,Los Angeles
1076,Charles Wright & the Watts 103rd Street Rhythm Band,Los Angeles
1077,Santa Esmeralda,Los Angeles
1078,Warpaint,Los Angeles
1079,The Walker Brothers,Los Angeles
1080,Hirax,Los Angeles
1081,Billy Zoom,Los Angeles
1082,Paul Tobias,Los Angeles
1083,Big Syke,Los Angeles
1084,Coal Chamber,Los Angeles
1085,Living Legends,Los Angeles
1086,Mick Brown,Los Angeles
1087,Neon Cross,Los Angeles
1088,Howard E. Scott,Los Angeles
1089,Vicki Peterson,Los Angeles
1090,Scars on Broadway,Los Angeles
1091,Sixx:A.M.,Los Angeles
1092,Strawberry Alarm Clock,Los Angeles
1093,People Under the Stairs,Los Angeles
1094,Sylk-E. Fyne,Los Angeles
1095,The 88,Los Angeles
1096,Earlimart,Los Angeles
1097,Sea Wolf,Los Angeles
1098,Radioinactive,Los Angeles
1099,Coconut Records,Los Angeles
1100,Spinnerette,Los Angeles
1101,Hellion,Los Angeles
1102,Haiku D'Etat,Los Angeles
1103,Giant Panda,Los Angeles
1104,Zappa Plays Zappa,Los Angeles
1105,Skin,Los Angeles
1106,The Music Machine,Los Angeles
1107,Phantom Planet,Los Angeles
1108,Spider Loc,Los Angeles
1109,Mike Watt,Los Angeles
1110,Heidi Montag,Los Angeles
1111,Patrice Rushen,Los Angeles
1112,Michael Z. Gordon,Los Angeles
1113,Thomas Newman,Los Angeles
1114,Deadsy,Los Angeles
1115,Lena Park,Los Angeles
1116,Gerald Albright,Los Angeles
1117,Shiny Toy Guns,Los Angeles
1118,"Arturo Molina, Jr.",Los Angeles
1119,Excel,Los Angeles
1120,AI,Los Angeles
1121,John Doe,Los Angeles
1122,Alison Sudol,Los Angeles
1123,The Rembrandts,Los Angeles
1124,Michael John Burkett,Los Angeles
1125,Kik Tracee,Los Angeles
1126,The L.A. Posse,Los Angeles
1127,Bob Carlisle,Los Angeles
1128,Mike Love,Los Angeles
1129,She Wants Revenge,Los Angeles
1130,Brownstone,Los Angeles
1131,Girlicious,Los Angeles
1132,Alex Greenwald,Los Angeles
1133,Tom Scott,Los Angeles
1134,Phantom blue,Los Angeles
1135,Leatherwolf,Los Angeles
1136,Alcatrazz,Los Angeles
1137,Earshot,Los Angeles
1138,As Blood Runs Black,Los Angeles
1139,Randy Jackson,Los Angeles
1140,Julien-K,Los Angeles
1141,Adriana Evans,Los Angeles
1142,A Taste of Honey,Los Angeles
1143,Tonic,Los Angeles
1144,My Ruin,Los Angeles
1145,Steve Khan,Los Angeles
1146,4th Avenue Jones,Los Angeles
1147,Love Spirals Downwards,Los Angeles
1148,John Mayer Trio,Los Angeles
1149,Murderdolls,Los Angeles
1150,Richard Carpenter,Los Angeles
1151,Spirit,Los Angeles
1152,Missing Persons,Los Angeles
1153,The Submarines,Los Angeles
1154,that dog.,Los Angeles
1155,Failure,Los Angeles
1156,Chico Hamilton,Los Angeles
1157,Christopher Parkening,Los Angeles
1158,Abstract Rude,Los Angeles
1159,Joe 90,Los Angeles
1160,Methods of Mayhem,Los Angeles
1161,OhGr,Los Angeles
1162,Chris Vrenna,Los Angeles
1163,Mary Jane Girls,Los Angeles
1164,Vaginal Davis,Los Angeles
1165,The Hippos,Los Angeles
1166,Moving Units,Los Angeles
1167,HAIM,Los Angeles
1168,Terrorizer,Los Angeles
1169,Orson,Los Angeles
1170,Spineshank,Los Angeles
1171,Aaron North,Los Angeles
1172,Aaron Turner,Los Angeles
1173,Beautiful Creatures,Los Angeles
1174,Sunn O))),Los Angeles
1175,Deconstruction,Los Angeles
1176,The Ditty Bops,Los Angeles
1177,Josh Klinghoffer,Los Angeles
1178,Mixi,Los Angeles
1179,The Marketts,Los Angeles
1180,LoveHateHero,Los Angeles
1181,The Human Abstract,Los Angeles
1182,Racer X,Los Angeles
1183,Strong Arm Steady,Los Angeles
1184,Vinnie Chas,Los Angeles
1185,Intronaut,Los Angeles
1186,New Radicals,Los Angeles
1187,Young Maylay,Los Angeles
1188,KSM,Los Angeles
1189,The Last,Los Angeles
1190,Paul Hinojos,Los Angeles
1191,Eleven,Los Angeles
1192,Astrovamps,Los Angeles
1193,Bad English,Los Angeles
1194,Penthouse Players Clique,Los Angeles
1195,Warrior,Los Angeles
1196,Dollshead,Los Angeles
1197,Abysmal Dawn,Los Angeles
1198,Doggy's Angels,Los Angeles
1199,Big City Rock,Los Angeles
1200,The Peanut Butter Conspiracy,Los Angeles
1201,Janet Robin,Los Angeles
1202,45 Grave,Los Angeles
1203,Omen,Los Angeles
1204,IMA Robot,Los Angeles
1205,Rooney,Los Angeles
1206,Collide,Los Angeles
1207,Under the Influence of Giants,Los Angeles
1208,The Gun Club,Los Angeles
1209,Prototype,Los Angeles
1210,The Adored,Los Angeles
1211,The Dan Band,Los Angeles
1212,The Weirdos,Los Angeles
1213,Army of Anyone,Los Angeles
1214,The Gutter Twins,Los Angeles
1215,Vas,Los Angeles
1216,Young Murder Squad,Los Angeles
1217,WC and the Maad Circle,Los Angeles
1218,Great Northern,Los Angeles
1219,Bloods & Crips,Los Angeles
1220,School of Fish,Los Angeles
1221,Sisely Treasure,Los Angeles
1222,Paperboy Jack,Los Angeles
1223,Saviour Machine,Los Angeles
1224,Wasted Youth,Los Angeles
1225,Los Angeles Philharmonic,Los Angeles
1226,The Broken West,Los Angeles
1227,The Plugz,Los Angeles
1228,The Sugi Tap,Los Angeles
1229,Malice,Los Angeles
1230,Gene Clark,Los Angeles
1231,Ahmad,Los Angeles
1232,Glasses Malone,Los Angeles
1233,Funkdoobiest,Los Angeles
1234,Chynna Phillips,Los Angeles
1235,Sara Paxton,Los Angeles
1236,The Icarus Line,Los Angeles
1237,Chuck Mosley,Los Angeles
1238,Hadda Brooks,Los Angeles
1239,Josh Todd,Los Angeles
1240,Carmit Bachar,Los Angeles
1241,Kam,Los Angeles
1242,Maria McKee,Los Angeles
1243,Michael Tilson Thomas,Los Angeles
1244,The Brothers Johnson,Los Angeles
1245,Chris Montez,Los Angeles
1246,Ariel Pink,Los Angeles
1247,Mondo Generator,Los Angeles
1248,Ara Babajian,Los Angeles
1249,Klymaxx,Los Angeles
1250,Remy Zero,Los Angeles
1251,The Pandoras,Los Angeles
1252,Blinky,Los Angeles
1253,Michael Johns,Los Angeles
1254,Siedah Garrett,Los Angeles
1255,apl.de.ap,Los Angeles
1256,Akwid,Los Angeles
1257,Bobby Hutcherson,Los Angeles
1258,Roddy Bottum,Los Angeles
1259,Thom Brennan,Los Angeles
1260,Michel'le,Los Angeles
1261,Elizaveta Khripounova,Los Angeles
1262,Alan O’Day,Los Angeles
1263,Ace Young,Los Angeles
1264,Meiko,Los Angeles
1265,Edwin Birdsong,Los Angeles
1266,Bruce Johnston,Los Angeles
1267,The Dream Syndicate,Los Angeles
1268,Lil' Fizz,Los Angeles
1269,Mr. Criminal,Los Angeles
1270,The Lennon Sisters,Los Angeles
1271,Until June,Los Angeles
1272,Amen,Los Angeles
1273,fIREHOSE,Los Angeles
1274,Beowülf,Los Angeles
1275,Particle,Los Angeles
1276,Cherrelle,Los Angeles
1277,Da Lench Mob,Los Angeles
1278,Kate Earl,Los Angeles
1279,Shark,Los Angeles
1280,Michael Shuman,Los Angeles
1281,Expensive Taste,Los Angeles
1282,Caleigh Peters,Los Angeles
1283,C.P.O.,Los Angeles
1284,Mike Elizondo,Los Angeles
1285,David Gans,Los Angeles
1286,Downset,Los Angeles
1287,Richard Cheese,Los Angeles
1288,Divine Heresy,Los Angeles
1289,OPM,Los Angeles
1290,Mischa Bakaleinikoff,Los Angeles
1291,Echoes of Eternity,Los Angeles
1292,Jill Jones,Los Angeles
1293,Goatsnake,Los Angeles
1294,Katy Rose,Los Angeles
1295,Roscoe,Los Angeles
1296,Medicine,Los Angeles
1297,The West Coast Pop Art Experimental Band,Los Angeles
1298,Albert Hammond,Los Angeles
1299,Honey Cone,Los Angeles
1300,Brides of Destruction,Los Angeles
1301,Tom Russell,Los Angeles
1302,Hampton Hawes,Los Angeles
1303,Lavender Diamond,Los Angeles
1304,Bob Kakaha,Los Angeles
1305,Houston,Los Angeles
1306,Pete Mazich,Los Angeles
1307,Ednaswap,Los Angeles
1308,Rock Kills Kid,Los Angeles
1309,Subject to Change,Los Angeles
1310,Nick Jonas & the Administration,Los Angeles
1311,+44,Los Angeles
1312,Dakota Moon,Los Angeles
1313,The Wascals,Los Angeles
1314,Butt Trumpet,Los Angeles
1315,Glue Gun,Los Angeles
1316,Blood of Abraham,Los Angeles
1317,Terror,Los Angeles
1318,Onesidezero,Los Angeles
1319,Atban Klann,Los Angeles
1320,Lone Justice,Los Angeles
1321,K-Dee,Los Angeles
1322,Serart,Los Angeles
1323,Jhené Aiko,Los Angeles
1324,Davetta Sherwood,Los Angeles
1325,Ryan Starr,Los Angeles
1326,Viola Wills,Los Angeles
1327,Autolux,Los Angeles
1328,Billy Gould,Los Angeles
1329,Ernie Andrews,Los Angeles
1330,Chikezie,Los Angeles
1331,Spock's Beard,Los Angeles
1332,Carmaig de Forest,Los Angeles
1333,David Milhous,Los Angeles
1334,Edan Everly,Los Angeles
1335,Bleed the Dream,Los Angeles
1336,Imperative Reaction,Los Angeles
1337,Idaho,Los Angeles
1338,Mellowdrone,Los Angeles
1339,Boo-Yaa T.R.I.B.E.,Los Angeles
1340,Taboo,Los Angeles
1341,Brazzaville,Los Angeles
1342,S.A. Martinez,Los Angeles
1343,Sa-Ra,Los Angeles
1344,Helen Baylor,Los Angeles
1345,The Sound of Animals Fighting,Los Angeles
1346,Deadlee,Los Angeles
1347,Side Effect,Los Angeles
1348,Joey Waronker,Los Angeles
1349,edIT,Los Angeles
1350,Dillard & Clark,Los Angeles
1351,Paul D'Amour,Los Angeles
1352,Boy Hits Car,Los Angeles
1353,Fireball Ministry,Los Angeles
1354,2XL,Los Angeles
1355,Juan Alderete,Los Angeles
1356,The Like,Los Angeles
1357,Jesse Johnson,Los Angeles
1358,Strife,Los Angeles
1359,Aeriel Stiles,Los Angeles
1360,A Cursive Memory,Los Angeles
1361,Cary Brothers,Los Angeles
1362,Player,Los Angeles
1363,Rhino Bucket,Los Angeles
1364,Dos,Los Angeles
1365,The Little Ones,Los Angeles
1366,Boy Howdy,Los Angeles
1367,The Jealous Sound,Los Angeles
1368,The Exies,Los Angeles
1369,The Teddy Bears,Los Angeles
1370,Opal,Los Angeles
1371,Street Drum Corps,Los Angeles
1372,Blue-Eyed Son,Los Angeles
1373,Evildead,Los Angeles
1374,Left Alone,Los Angeles
1375,Bitch,Los Angeles
1376,Dévics,Los Angeles
1377,Ghost of the Robot,Los Angeles
1378,All Night Radio,Los Angeles
1379,Low Profile,Los Angeles
1380,Windows,Los Angeles
1381,Diva Destruction,Los Angeles
1382,Error,Los Angeles
1383,Libbie Schrader,Los Angeles
1384,Teddy Thompson,Los Angeles
1385,The Elected,Los Angeles
1386,Sue Saad and the Next,Los Angeles
1387,Blowfex,Los Angeles
1388,Pigmy Love Circus,Los Angeles
1389,Grade 8,Los Angeles
1390,Kane,Los Angeles
1391,Jim Gillette,Los Angeles
1392,Osker,Los Angeles
1393,Cruzados,Los Angeles
1394,Bob & Earl,Los Angeles
1395,Ghost Machine,Los Angeles
1396,Isyss,Los Angeles
1397,IV Xample,Los Angeles
1398,Radford,Los Angeles
1399,Neon Horse,Los Angeles
1400,Chalk FarM,Los Angeles
1401,Adler's Appetite,Los Angeles
1402,Ferraby Lionheart,Los Angeles
1403,Plexi,Los Angeles
1404,Uncle Slam,Los Angeles
1405,The Penguins,Los Angeles
1406,Hollywood Squares,Los Angeles
1407,Bobby Reeves,Los Angeles
1408,Chris Murphy,Los Angeles
1409,Kara's Flowers,Los Angeles
1410,Gitane Demone,Los Angeles
1411,Mike Watt and the Secondmen,Los Angeles
1412,C.I.A.,Los Angeles
1413,Kausion,Los Angeles
1414,Souls of We,Los Angeles
1415,Styles of Beyond,Los Angeles
1416,Westurn Union,Los Angeles
1417,Circus Diablo,Los Angeles
1418,Wall of Voodoo,Los Angeles
1419,The Black Gang,Los Angeles
1420,George Ellias,Los Angeles
1421,Gay Men's Chorus of Los Angeles,Los Angeles
1422,50 Cent Haircut,Los Angeles
1423,Cinema,Los Angeles
1424,Tab & Da Villon,Los Angeles
1425,J-Ro,Los Angeles
1426,Wild Man Fischer,Los Angeles
1427,Aesthetic Perfection,Los Angeles
1428,Red Sparowes,Los Angeles
1429,Dengue Fever,Los Angeles
1430,Alejandro Garcia,Los Angeles
1431,Angry Samoans,Los Angeles
1432,Bill Goodwin,Los Angeles
1433,The Autumns,Los Angeles
1434,Camille Davila,Los Angeles
1435,Brandon Rogers,Los Angeles
1436,Damu Ridaz,Los Angeles
1437,Dj David Rockwell,Los Angeles
1438,DeLon,Los Angeles
1439,Bitter:Sweet,Los Angeles
1440,Modwheelmood,Los Angeles
1441,Hurt,Los Angeles
1442,Low Stars,Los Angeles
1443,Los Abandoned,Los Angeles
1444,Redemption,Los Angeles
1445,The Aggrolites,Los Angeles
1446,The Apex Theory,Los Angeles
1447,American Juniors,Los Angeles
1448,L. Cedeño,Los Angeles
1449,Pseudopod,Los Angeles
1450,Jughead's Revenge,Los Angeles
1451,The Four Preps,Los Angeles
1452,West Indian Girl,Los Angeles
1453,Trainwreck,Los Angeles
1454,Salty Dog,Los Angeles
1455,The Psycho Realm,Los Angeles
1456,Sabrosa Purr,Los Angeles
1457,theSTART,Los Angeles
1458,The Nervous Return,Los Angeles
1459,14 Year Old Girls,Los Angeles
1460,8mm,Los Angeles
1461,Ankla,Los Angeles
1462,Aztlan Underground,Los Angeles
1463,The Panic Channel,Los Angeles
1464,El Ten Eleven,Los Angeles
1465,Red Aunts,Los Angeles
1466,The Chelsea Smiles,Los Angeles
1467,Days Between Stations,Los Angeles
1468,Time Again,Los Angeles
1469,Lady Danville,Los Angeles
1470,Mojo Rib,Los Angeles
1471,Fisher,Los Angeles
1472,Ghastly Ones,Los Angeles
1473,Year Long Disaster,Los Angeles
1474,Breakestra,Los Angeles
1475,Facel Vega,Los Angeles
1476,The United States of America,Los Angeles
1477,Mika Miko,Los Angeles
1478,Program the Dead,Los Angeles
1479,Asesino,Los Angeles
1480,Toryn Green,Los Angeles
1481,The Shys,Los Angeles
1482,The Living Sisters,Los Angeles
1483,Premature Ejaculation,Los Angeles
1484,Jubilee,Los Angeles
1485,The Criminalz,Los Angeles
1486,The Outline,Los Angeles
1487,Hatesex,Los Angeles
1488,Irving,Los Angeles
1489,Savage Grace,Los Angeles
1490,Peppermint Creeps,Los Angeles
1491,Operator,Los Angeles
1492,3Deep,Los Angeles
1493,JazzyFatNastees,Los Angeles
1494,Road,Los Angeles
1495,Kittens for Christian,Los Angeles
1496,Ratchell,Los Angeles
1497,The Martinis,Los Angeles
1498,Catholic Discipline,Los Angeles
1499,Splendid,Los Angeles
1500,Nationwide Rip Ridaz,Los Angeles
1501,Legal Weapon,Los Angeles
1502,No Mercy,Los Angeles
1503,Anthym,Los Angeles
1504,33 Degree,Los Angeles
1505,The Reactionaries,Los Angeles
1506,Big Japan,Los Angeles
1507,The Diffs,Los Angeles
1508,Vixtrola,Los Angeles
1509,Scheila Gonzalez,Los Angeles
1510,Angel City Outcasts,Los Angeles
1511,False Alarm,Los Angeles
1512,Tiger Lily,Los Angeles
1513,Camp Freddy,Los Angeles
1514,Black President,Los Angeles
1515,The Green and Yellow TV,Los Angeles
1516,Kush,Los Angeles
1517,The Crosswalk,Los Angeles
1518,Blush Response,Los Angeles
1519,Regina Zernay Roberts,Los Angeles
1520,The Warzone,Los Angeles
1521,Hard 'n Phirm,Los Angeles
1522,Skip,Los Angeles
1523,Mind Over Four,Los Angeles
1524,Avant Garde,Los Angeles
1525,Rick Froberg,Los Angeles
1526,3-Faced,Los Angeles
1527,Doctor Jekill,Los Angeles
1528,Allah-Las,Los Angeles
1529,Oil,Los Angeles
1530,KrunK,Los Angeles
1531,Haircuts That Kill,Los Angeles
1532,Dead Sara,Los Angeles
1533,Rick Strom,Los Angeles
1534,Uh Huh Her,Los Angeles
1535,The Mae Shi,Los Angeles
1536,Scarling.,Los Angeles
1537,Tura Satana,Los Angeles
1538,Supreme Beings of Leisure,Los Angeles
1539,The Briggs,Los Angeles
1540,The Nels Cline Singers,Los Angeles
1541,Tito & Tarantula,Los Angeles
1542,Saru,Los Angeles
1543,The Lassie Foundation,Los Angeles
1544,Steve Carlson,Los Angeles
1545,The Human Expression,Los Angeles
1546,Son of Sam,Los Angeles
1547,Whispertown,Los Angeles
1548,Psi Com,Los Angeles
1549,Poperratic,Los Angeles
1550,The Bastard Fairies,Los Angeles
1551,Techno Squirrels,Los Angeles
1552,T.H.C.,Los Angeles
1553,Rocket Scientists,Los Angeles
1554,Sissy Bar,Los Angeles
1555,Sunday's Best,Los Angeles
1556,Wintergreen,Los Angeles
1557,Rick & The Ravens,Los Angeles
1558,The BillyBones,Los Angeles
1559,Thee Heavenly Music Association,Los Angeles
1560,Tinhorn,Los Angeles
1561,Time-Lapse Consortium,Los Angeles
1562,Thriller,Los Angeles
1563,Red Lightning,Los Angeles
1564,Steve Carlson Band,Los Angeles
1565,Zaum,Los Angeles
1566,Rocket,Los Angeles
1567,Slash's Blues Ball,Los Angeles
1568,The Wondergirls,Los Angeles
1569,Scarlet Rose,Los Angeles
1570,University of Southern California SoCal VoCals,Los Angeles
1571,Malbec,Los Angeles
1572,Elvis Presley,Memphis
1573,Johnny Cash,Memphis
1574,Justin Timberlake,Memphis
1575,Skillet,Memphis
1576,Booker T. & the M.G.'s,Memphis
1577,Gangsta Boo,Memphis
1578,Isaac Hayes,Memphis
1579,Three 6 Mafia,Memphis
1580,Big Star,Memphis
1581,Saliva,Memphis
1582,Don Williams,Memphis
1583,Eightball & MJG,Memphis
1584,Alex Chilton,Memphis
1585,Memphis Slim,Memphis
1586,Lucero,Memphis
1587,Project Pat,Memphis
1588,Junior Wells,Memphis
1589,Kirk Whalum,Memphis
1590,The Bar-Kays,Memphis
1591,W. C. Handy,Memphis
1592,Koko Taylor,Memphis
1593,Crunchy Black,Memphis
1594,Anita Ward,Memphis
1595,Clay Crosse,Memphis
1596,Lil Hardin Armstrong,Memphis
1597,Juicy J,Memphis
1598,Hank Crawford,Memphis
1599,Derek Webb,Memphis
1600,Lil Wyte,Memphis
1601,Todd Agnew,Memphis
1602,Egypt Central,Memphis
1603,George Coleman,Memphis
1604,The Scruffs,Memphis
1605,Koopsta Knicca,Memphis
1606,Lord T & Eloise,Memphis
1607,Ollie & The Nightingales,Memphis
1608,Breaking Point,Memphis
1609,Booker Little,Memphis
1610,Larry Lee,Memphis
1611,His Hero is Gone,Memphis
1612,Epoch of Unlight,Memphis
1613,Dorsey Burnette,Memphis
1614,Alberta Hunter,Memphis
1615,Deborah Allen,Memphis
1616,Frayser Boy,Memphis
1617,Jazze Pha,Memphis
1618,Will Shade,Memphis
1619,Josey Scott,Memphis
1620,Kia Shine,Memphis
1621,Charly McClain,Memphis
1622,Oblivians,Memphis
1623,La Chat,Memphis
1624,The Grifters,Memphis
1625,Primer 55,Memphis
1626,David Porter,Memphis
1627,Drumma Boy,Memphis
1628,Tragedy,Memphis
1629,David Catching,Memphis
1630,Ingram Hill,Memphis
1631,Veronica Finn,Memphis
1632,Nights Like These,Memphis
1633,Cassietta George,Memphis
1634,Reigning Sound,Memphis
1635,Pnuma Trio,Memphis
1636,Beyoncé Knowles,Houston
1637,ZZ Top,Houston
1638,Scarface,Houston
1639,Kenny Rogers,Houston
1640,Destiny's Child,Houston
1641,Geto Boys,Houston
1642,Chamillionaire,Houston
1643,Barbara Mandrell,Houston
1644,Gang Starr,Houston
1645,LeCrae,Houston
1646,Rodney Crowell,Houston
1647,Yolanda Adams,Houston
1648,Devin the Dude,Houston
1649,Blue October,Houston
1650,Paul Wall,Houston
1651,LeToya Luckett,Houston
1652,Pimp C,Houston
1653,Renee Olstead,Houston
1654,Solange Knowles,Houston
1655,Mike Jones,Houston
1656,South Park Mexican,Houston
1657,D.R.I.,Houston
1658,Lil' Flip,Houston
1659,Robert Earl Keen,Houston
1660,Victoria Spivey,Houston
1661,Jaci Velasquez,Houston
1662,Z-Ro,Houston
1663,Jandek,Houston
1664,The Red Krayola,Houston
1665,Chingo Bling,Houston
1666,Steven Drozd,Houston
1667,Galactic Cowboys,Houston
1668,Tila Tequila,Houston
1669,Rick Treviño,Houston
1670,Guitar Shorty,Houston
1671,Helstar,Houston
1672,Everette Harp,Houston
1673,Ganksta Nip,Houston
1674,Fat Pat,Houston
1675,The Finalist,Houston
1676,Big Mello,Houston
1677,Fenix TX,Houston
1678,Scale the Summit,Houston
1679,Too Much Trouble,Houston
1680,DJ Screw,Houston
1681,Caedmon's Call,Houston
1682,Robbie Seay Band,Houston
1683,Blac Monks,Houston
1684,Jana Hunter,Houston
1685,Baby Bash,Houston
1686,Slim Thug,Houston
1687,Trae tha Truth,Houston
1688,Hubert Laws,Houston
1689,Sippie Wallace,Houston
1690,Lil' KeKe,Houston
1691,Ernestine Anderson,Houston
1692,Ronnie Laws,Houston
1693,Jack Ingram,Houston
1694,Amos Milburn,Houston
1695,Lil Rob,Houston
1696,Charlie Robison,Houston
1697,Robert Glasper,Houston
1698,OG Ron C,Houston
1699,"Eddie ""Cleanhead"" Vinson",Houston
1700,Támar,Houston
1701,Keith Ferguson,Houston
